market_id,last_price,ma_7d,price_trend_7d,vol_7d,vol_30d,age_days,time_to_resolution_days,category,y,snapshot_offset_days
684961,0.003,,,,,10.0,3.0,,1,3
684961,0.003,,,,,12.0,1.0,,1,1
697046,0.9995,,,,,0.0,7.0,,1,7
697046,0.9995,,,,,4.0,3.0,,1,3
697046,0.9995,,,,,6.0,1.0,,1,1
712077,0.0005,,,,,-5.0,7.0,,1,7
712077,0.0005,,,,,-1.0,3.0,,1,3
712077,0.0005,,,,,1.0,1.0,,1,1
697285,0.9995,,,,,0.0,7.0,,1,7
697285,0.9995,,,,,4.0,3.0,,1,3
697285,0.9995,,,,,6.0,1.0,,1,1
715352,0.9995,,,,,-5.0,7.0,,1,7
715352,0.9995,,,,,-1.0,3.0,,1,3
715352,0.9995,,,,,1.0,1.0,,1,1
685110,0.0005,,,,,6.0,7.0,,1,7
685110,0.0005,,,,,10.0,3.0,,1,3
685110,0.0005,,,,,12.0,1.0,,1,1
720037,0.9995,,,,,-4.0,7.0,,1,7
720037,0.9995,,,,,0.0,3.0,,1,3
720037,0.9995,,,,,2.0,1.0,,1,1
668958,0.5005,,,,,15.0,7.0,,1,7
668958,0.5005,,,,,19.0,3.0,,1,3
668958,0.5005,,,,,21.0,1.0,,1,1
715943,0.0005,,,,,-5.0,7.0,,1,7
715943,0.0005,,,,,-1.0,3.0,,1,3
715943,0.0005,,,,,1.0,1.0,,1,1
709904,0.0005,,,,,-5.0,7.0,,1,7
709904,0.0005,,,,,-1.0,3.0,,1,3
709904,0.0005,,,,,1.0,1.0,,1,1
718108,0.9995,,,,,-5.0,7.0,,1,7
718108,0.9995,,,,,-1.0,3.0,,1,3
718108,0.9995,,,,,1.0,1.0,,1,1
668944,0.4995,,,,,15.0,7.0,,1,7
668944,0.4995,,,,,19.0,3.0,,1,3
668944,0.4995,,,,,21.0,1.0,,1,1
685067,0.9995,,,,,6.0,7.0,,1,7
685067,0.9995,,,,,10.0,3.0,,1,3
685067,0.9995,,,,,12.0,1.0,,1,1
713316,0.0005,,,,,-5.0,7.0,,1,7
713316,0.0005,,,,,-1.0,3.0,,1,3
713316,0.0005,,,,,1.0,1.0,,1,1
714142,0.9995,,,,,-5.0,7.0,,1,7
714142,0.9995,,,,,-1.0,3.0,,1,3
714142,0.9995,,,,,1.0,1.0,,1,1
685072,0.9995,,,,,6.0,7.0,,1,7
685072,0.9995,,,,,10.0,3.0,,1,3
685072,0.9995,,,,,12.0,1.0,,1,1
699317,0.0005,,,,,-1.0,7.0,,1,7
699317,0.0005,,,,,3.0,3.0,,1,3
699317,0.0005,,,,,5.0,1.0,,1,1
733621,0.505,,,,,-6.0,7.0,,1,7
733621,0.505,,,,,-2.0,3.0,,1,3
733621,0.505,,,,,0.0,1.0,,1,1
703310,0.9995,,,,,-3.0,7.0,,1,7
703310,0.9995,,,,,1.0,3.0,,1,3
703310,0.9995,,,,,3.0,1.0,,1,1
736284,0.58,,,,,-6.0,7.0,,1,7
736284,0.58,,,,,-2.0,3.0,,1,3
736284,0.58,,,,,0.0,1.0,,1,1
684965,0.0005,,,,,6.0,7.0,,1,7
684965,0.0005,,,,,10.0,3.0,,1,3
684965,0.0005,,,,,12.0,1.0,,1,1
728685,0.555,,,,,-6.0,7.0,,1,7
728685,0.555,,,,,-2.0,3.0,,1,3
728685,0.555,,,,,0.0,1.0,,1,1
722255,0.995,,,,,-6.0,7.0,,1,7
722255,0.995,,,,,-2.0,3.0,,1,3
722255,0.995,,,,,0.0,1.0,,1,1
712519,0.9995,,,,,-5.0,7.0,,1,7
712519,0.9995,,,,,-1.0,3.0,,1,3
712519,0.9995,,,,,1.0,1.0,,1,1
685097,0.9995,,,,,6.0,7.0,,1,7
685097,0.9995,,,,,10.0,3.0,,1,3
685097,0.9995,,,,,12.0,1.0,,1,1
719310,0.0005,,,,,-5.0,7.0,,1,7
719310,0.0005,,,,,-1.0,3.0,,1,3
719310,0.0005,,,,,1.0,1.0,,1,1
668940,0.0005,,,,,15.0,7.0,,1,7
668940,0.0005,,,,,19.0,3.0,,1,3
668940,0.0005,,,,,21.0,1.0,,1,1
729505,0.505,,,,,-6.0,7.0,,1,7
729505,0.505,,,,,-2.0,3.0,,1,3
729505,0.505,,,,,0.0,1.0,,1,1
729508,0.005,,,,,-6.0,7.0,,1,7
729508,0.005,,,,,-2.0,3.0,,1,3
729508,0.005,,,,,0.0,1.0,,1,1
684977,0.0005,,,,,6.0,7.0,,1,7
684977,0.0005,,,,,10.0,3.0,,1,3
684977,0.0005,,,,,12.0,1.0,,1,1
721959,0.505,,,,,-6.0,7.0,,1,7
721959,0.505,,,,,-2.0,3.0,,1,3
721959,0.505,,,,,0.0,1.0,,1,1
729534,0.57,,,,,-6.0,7.0,,1,7
729534,0.57,,,,,-2.0,3.0,,1,3
729534,0.57,,,,,0.0,1.0,,1,1
662764,0.0035,,,,,19.0,7.0,,1,7
662764,0.0035,,,,,23.0,3.0,,1,3
662764,0.0035,,,,,25.0,1.0,,1,1
684978,0.0005,,,,,6.0,7.0,,1,7
684978,0.0005,,,,,10.0,3.0,,1,3
684978,0.0005,,,,,12.0,1.0,,1,1
685231,0.0005,,,,,6.0,7.0,,0,7
685231,0.0005,,,,,10.0,3.0,,0,3
685231,0.0005,,,,,12.0,1.0,,0,1
668942,0.9995,,,,,15.0,7.0,,1,7
668942,0.9995,,,,,19.0,3.0,,1,3
668942,0.9995,,,,,21.0,1.0,,1,1
684972,0.0005,,,,,6.0,7.0,,1,7
684972,0.0005,,,,,10.0,3.0,,1,3
684972,0.0005,,,,,12.0,1.0,,1,1
718689,0.9995,,,,,-5.0,7.0,,1,7
718689,0.9995,,,,,-1.0,3.0,,1,3
718689,0.9995,,,,,1.0,1.0,,1,1
662351,0.9995,,,,,19.0,7.0,,1,7
662351,0.9995,,,,,23.0,3.0,,1,3
662351,0.9995,,,,,25.0,1.0,,1,1
685011,0.0005,,,,,6.0,7.0,,1,7
685011,0.0005,,,,,10.0,3.0,,1,3
685011,0.0005,,,,,12.0,1.0,,1,1
722230,0.505,,,,,-6.0,7.0,,1,7
722230,0.505,,,,,-2.0,3.0,,1,3
722230,0.505,,,,,0.0,1.0,,1,1
708802,0.9995,,,,,-5.0,7.0,,1,7
708802,0.9995,,,,,-1.0,3.0,,1,3
708802,0.9995,,,,,1.0,1.0,,1,1
729121,0.5,,,,,-6.0,7.0,,1,7
729121,0.5,,,,,-2.0,3.0,,1,3
729121,0.5,,,,,0.0,1.0,,1,1
729994,0.505,,,,,-6.0,7.0,,1,7
729994,0.505,,,,,-2.0,3.0,,1,3
729994,0.505,,,,,0.0,1.0,,1,1
685225,0.0005,,,,,6.0,7.0,,1,7
685225,0.0005,,,,,10.0,3.0,,1,3
685225,0.0005,,,,,12.0,1.0,,1,1
721567,0.505,,,,,-6.0,7.0,,1,7
721567,0.505,,,,,-2.0,3.0,,1,3
721567,0.505,,,,,0.0,1.0,,1,1
722228,0.495,,,,,-6.0,7.0,,1,7
722228,0.495,,,,,-2.0,3.0,,1,3
722228,0.495,,,,,0.0,1.0,,1,1
684979,0.0005,,,,,6.0,7.0,,1,7
684979,0.0005,,,,,10.0,3.0,,1,3
684979,0.0005,,,,,12.0,1.0,,1,1
732639,0.505,,,,,-6.0,7.0,,1,7
732639,0.505,,,,,-2.0,3.0,,1,3
732639,0.505,,,,,0.0,1.0,,1,1
735201,0.995,,,,,-6.0,7.0,,1,7
735201,0.995,,,,,-2.0,3.0,,1,3
735201,0.995,,,,,0.0,1.0,,1,1
710407,0.0005,,,,,-5.0,7.0,,1,7
710407,0.0005,,,,,-1.0,3.0,,1,3
710407,0.0005,,,,,1.0,1.0,,1,1
685000,0.0005,,,,,6.0,7.0,,1,7
685000,0.0005,,,,,10.0,3.0,,1,3
685000,0.0005,,,,,12.0,1.0,,1,1
662357,0.9995,,,,,19.0,7.0,,1,7
662357,0.9995,,,,,23.0,3.0,,1,3
662357,0.9995,,,,,25.0,1.0,,1,1
724694,0.995,,,,,-6.0,7.0,,1,7
724694,0.995,,,,,-2.0,3.0,,1,3
724694,0.995,,,,,0.0,1.0,,1,1
712920,0.0005,,,,,-5.0,7.0,,1,7
712920,0.0005,,,,,-1.0,3.0,,1,3
712920,0.0005,,,,,1.0,1.0,,1,1
697273,0.0005,,,,,0.0,7.0,,1,7
697273,0.0005,,,,,4.0,3.0,,1,3
697273,0.0005,,,,,6.0,1.0,,1,1
685008,0.0005,,,,,6.0,7.0,,1,7
685008,0.0005,,,,,10.0,3.0,,1,3
685008,0.0005,,,,,12.0,1.0,,1,1
668934,0.9995,,,,,15.0,7.0,,1,7
668934,0.9995,,,,,19.0,3.0,,1,3
668934,0.9995,,,,,21.0,1.0,,1,1
685068,0.9995,,,,,6.0,7.0,,1,7
685068,0.9995,,,,,10.0,3.0,,1,3
685068,0.9995,,,,,12.0,1.0,,1,1
688787,0.9995,,,,,4.0,7.0,,1,7
688787,0.9995,,,,,8.0,3.0,,1,3
688787,0.9995,,,,,10.0,1.0,,1,1
697257,0.0005,,,,,0.0,7.0,,1,7
697257,0.0005,,,,,4.0,3.0,,1,3
697257,0.0005,,,,,6.0,1.0,,1,1
736744,0.495,,,,,-6.0,7.0,,1,7
736744,0.495,,,,,-2.0,3.0,,1,3
736744,0.495,,,,,0.0,1.0,,1,1
715941,0.0005,,,,,-5.0,7.0,,1,7
715941,0.0005,,,,,-1.0,3.0,,1,3
715941,0.0005,,,,,1.0,1.0,,1,1
662092,0.9955,,,,,19.0,7.0,,1,7
662092,0.9955,,,,,23.0,3.0,,1,3
662092,0.9955,,,,,25.0,1.0,,1,1
684986,0.0005,,,,,6.0,7.0,,1,7
684986,0.0005,,,,,10.0,3.0,,1,3
684986,0.0005,,,,,12.0,1.0,,1,1
698675,0.9995,,,,,-1.0,7.0,,1,7
698675,0.9995,,,,,3.0,3.0,,1,3
698675,0.9995,,,,,5.0,1.0,,1,1
668960,0.4995,,,,,15.0,7.0,,1,7
668960,0.4995,,,,,19.0,3.0,,1,3
668960,0.4995,,,,,21.0,1.0,,1,1
721509,0.505,,,,,-6.0,7.0,,1,7
721509,0.505,,,,,-2.0,3.0,,1,3
721509,0.505,,,,,0.0,1.0,,1,1
659923,0.0005,,,,,20.0,7.0,,1,7
659923,0.0005,,,,,24.0,3.0,,1,3
659923,0.0005,,,,,26.0,1.0,,1,1
689024,0.9995,,,,,4.0,7.0,,1,7
689024,0.9995,,,,,8.0,3.0,,1,3
689024,0.9995,,,,,10.0,1.0,,1,1
728677,0.005,,,,,-6.0,7.0,,1,7
728677,0.005,,,,,-2.0,3.0,,1,3
728677,0.005,,,,,0.0,1.0,,1,1
697300,0.0005,,,,,0.0,7.0,,1,7
697300,0.0005,,,,,4.0,3.0,,1,3
697300,0.0005,,,,,6.0,1.0,,1,1
685117,0.0035,,,,,6.0,7.0,,1,7
685117,0.0035,,,,,10.0,3.0,,1,3
685117,0.0035,,,,,12.0,1.0,,1,1
741828,0.505,,,,,-6.0,7.0,,1,7
741828,0.505,,,,,-2.0,3.0,,1,3
741828,0.505,,,,,0.0,1.0,,1,1
708078,0.0005,,,,,-4.0,7.0,,1,7
708078,0.0005,,,,,0.0,3.0,,1,3
708078,0.0005,,,,,2.0,1.0,,1,1
505373,0.51,,,,,-7.0,7.0,,1,7
505373,0.51,,,,,-3.0,3.0,,1,3
505373,0.51,,,,,-1.0,1.0,,1,1
710415,0.0005,,,,,-5.0,7.0,,1,7
710415,0.0005,,,,,-1.0,3.0,,1,3
710415,0.0005,,,,,1.0,1.0,,1,1
668963,0.9995,,,,,15.0,7.0,,1,7
668963,0.9995,,,,,19.0,3.0,,1,3
668963,0.9995,,,,,21.0,1.0,,1,1
685210,0.9995,,,,,6.0,7.0,,1,7
685210,0.9995,,,,,10.0,3.0,,1,3
685210,0.9995,,,,,12.0,1.0,,1,1
733146,0.515,,,,,-6.0,7.0,,1,7
733146,0.515,,,,,-2.0,3.0,,1,3
733146,0.515,,,,,0.0,1.0,,1,1
713743,0.9995,,,,,-5.0,7.0,,1,7
713743,0.9995,,,,,-1.0,3.0,,1,3
713743,0.9995,,,,,1.0,1.0,,1,1
662354,0.9995,,,,,19.0,7.0,,1,7
662354,0.9995,,,,,23.0,3.0,,1,3
662354,0.9995,,,,,25.0,1.0,,1,1
685091,0.0005,,,,,6.0,7.0,,1,7
685091,0.0005,,,,,10.0,3.0,,1,3
685091,0.0005,,,,,12.0,1.0,,1,1
700862,0.0005,,,,,-3.0,7.0,,1,7
700862,0.0005,,,,,1.0,3.0,,1,3
700862,0.0005,,,,,3.0,1.0,,1,1
721538,0.005,,,,,-6.0,7.0,,1,7
721538,0.005,,,,,-2.0,3.0,,1,3
721538,0.005,,,,,0.0,1.0,,1,1
685017,0.0005,,,,,6.0,7.0,,0,7
685017,0.0005,,,,,10.0,3.0,,0,3
685017,0.0005,,,,,12.0,1.0,,0,1
662770,0.9965,,,,,19.0,7.0,,1,7
662770,0.9965,,,,,23.0,3.0,,1,3
662770,0.9965,,,,,25.0,1.0,,1,1
746802,0.25,,,,,-7.0,7.0,,1,7
746802,0.25,,,,,-3.0,3.0,,1,3
746802,0.25,,,,,-1.0,1.0,,1,1
714954,0.9995,,,,,-5.0,7.0,,1,7
714954,0.9995,,,,,-1.0,3.0,,1,3
714954,0.9995,,,,,1.0,1.0,,1,1
698693,0.0005,,,,,-2.0,7.0,,1,7
698693,0.0005,,,,,2.0,3.0,,1,3
698693,0.0005,,,,,4.0,1.0,,1,1
756325,0.9995,,,,,-7.0,7.0,,1,7
756325,0.9995,,,,,-3.0,3.0,,1,3
756325,0.9995,,,,,-1.0,1.0,,1,1
685146,0.9995,,,,,6.0,7.0,,1,7
685146,0.9995,,,,,10.0,3.0,,1,3
685146,0.9995,,,,,12.0,1.0,,1,1
737791,0.9995,,,,,-6.0,7.0,,1,7
737791,0.9995,,,,,-2.0,3.0,,1,3
737791,0.9995,,,,,0.0,1.0,,1,1
697274,0.0005,,,,,0.0,7.0,,1,7
697274,0.0005,,,,,4.0,3.0,,1,3
697274,0.0005,,,,,6.0,1.0,,1,1
697049,0.9995,,,,,0.0,7.0,,1,7
697049,0.9995,,,,,4.0,3.0,,1,3
697049,0.9995,,,,,6.0,1.0,,1,1
729502,0.495,,,,,-6.0,7.0,,1,7
729502,0.495,,,,,-2.0,3.0,,1,3
729502,0.495,,,,,0.0,1.0,,1,1
736321,0.9995,,,,,-6.0,7.0,,1,7
736321,0.9995,,,,,-2.0,3.0,,1,3
736321,0.9995,,,,,0.0,1.0,,1,1
684997,0.0005,,,,,6.0,7.0,,0,7
684997,0.0005,,,,,10.0,3.0,,0,3
684997,0.0005,,,,,12.0,1.0,,0,1
715959,0.9995,,,,,-5.0,7.0,,1,7
715959,0.9995,,,,,-1.0,3.0,,1,3
715959,0.9995,,,,,1.0,1.0,,1,1
716415,0.0005,,,,,-5.0,7.0,,1,7
716415,0.0005,,,,,-1.0,3.0,,1,3
716415,0.0005,,,,,1.0,1.0,,1,1
714537,0.9995,,,,,-5.0,7.0,,1,7
714537,0.9995,,,,,-1.0,3.0,,1,3
714537,0.9995,,,,,1.0,1.0,,1,1
685107,0.9995,,,,,6.0,7.0,,1,7
685107,0.9995,,,,,10.0,3.0,,1,3
685107,0.9995,,,,,12.0,1.0,,1,1
685003,0.9995,,,,,6.0,7.0,,1,7
685003,0.9995,,,,,10.0,3.0,,1,3
685003,0.9995,,,,,12.0,1.0,,1,1
720067,0.0005,,,,,-5.0,7.0,,1,7
720067,0.0005,,,,,-1.0,3.0,,1,3
720067,0.0005,,,,,1.0,1.0,,1,1
714543,0.0005,,,,,-5.0,7.0,,1,7
714543,0.0005,,,,,-1.0,3.0,,1,3
714543,0.0005,,,,,1.0,1.0,,1,1
685114,0.0005,,,,,6.0,7.0,,1,7
685114,0.0005,,,,,10.0,3.0,,1,3
685114,0.0005,,,,,12.0,1.0,,1,1
697307,0.9995,,,,,0.0,7.0,,1,7
697307,0.9995,,,,,4.0,3.0,,1,3
697307,0.9995,,,,,6.0,1.0,,1,1
688780,0.9965,,,,,4.0,7.0,,1,7
688780,0.9965,,,,,8.0,3.0,,1,3
688780,0.9965,,,,,10.0,1.0,,1,1
704787,0.0045,,,,,-4.0,7.0,,1,7
704787,0.0045,,,,,0.0,3.0,,1,3
704787,0.0045,,,,,2.0,1.0,,1,1
698404,0.9955,,,,,-1.0,7.0,,1,7
698404,0.9955,,,,,3.0,3.0,,1,3
698404,0.9955,,,,,5.0,1.0,,1,1
733091,0.9995,,,,,-6.0,7.0,,1,7
733091,0.9995,,,,,-2.0,3.0,,1,3
733091,0.9995,,,,,0.0,1.0,,1,1
716447,0.9995,,,,,-5.0,7.0,,1,7
716447,0.9995,,,,,-1.0,3.0,,1,3
716447,0.9995,,,,,1.0,1.0,,1,1
685001,0.0025,,,,,6.0,7.0,,1,7
685001,0.0025,,,,,10.0,3.0,,1,3
685001,0.0025,,,,,12.0,1.0,,1,1
716931,0.0005,,,,,-5.0,7.0,,1,7
716931,0.0005,,,,,-1.0,3.0,,1,3
716931,0.0005,,,,,1.0,1.0,,1,1
685002,0.0005,,,,,6.0,7.0,,0,7
685002,0.0005,,,,,10.0,3.0,,0,3
685002,0.0005,,,,,12.0,1.0,,0,1
729127,0.505,,,,,-6.0,7.0,,1,7
729127,0.505,,,,,-2.0,3.0,,1,3
729127,0.505,,,,,0.0,1.0,,1,1
684995,0.9995,,,,,6.0,7.0,,1,7
684995,0.9995,,,,,10.0,3.0,,1,3
684995,0.9995,,,,,12.0,1.0,,1,1
668954,0.004,,,,,15.0,7.0,,1,7
668954,0.004,,,,,19.0,3.0,,1,3
668954,0.004,,,,,21.0,1.0,,1,1
733614,0.495,,,,,-6.0,7.0,,1,7
733614,0.495,,,,,-2.0,3.0,,1,3
733614,0.495,,,,,0.0,1.0,,1,1
697296,0.0005,,,,,0.0,7.0,,1,7
697296,0.0005,,,,,4.0,3.0,,1,3
697296,0.0005,,,,,6.0,1.0,,1,1
711249,0.0005,,,,,-5.0,7.0,,1,7
711249,0.0005,,,,,-1.0,3.0,,1,3
711249,0.0005,,,,,1.0,1.0,,1,1
699130,0.0005,,,,,-1.0,7.0,,1,7
699130,0.0005,,,,,3.0,3.0,,1,3
699130,0.0005,,,,,5.0,1.0,,1,1
668955,0.951,,,,,15.0,7.0,,1,7
668955,0.951,,,,,19.0,3.0,,1,3
668955,0.951,,,,,21.0,1.0,,1,1
713317,0.9995,,,,,-5.0,7.0,,1,7
713317,0.9995,,,,,-1.0,3.0,,1,3
713317,0.9995,,,,,1.0,1.0,,1,1
714140,0.0005,,,,,-5.0,7.0,,1,7
714140,0.0005,,,,,-1.0,3.0,,1,3
714140,0.0005,,,,,1.0,1.0,,1,1
708079,0.9995,,,,,-4.0,7.0,,1,7
708079,0.9995,,,,,0.0,3.0,,1,3
708079,0.9995,,,,,2.0,1.0,,1,1
735196,0.495,,,,,-6.0,7.0,,1,7
735196,0.495,,,,,-2.0,3.0,,1,3
735196,0.495,,,,,0.0,1.0,,1,1
708801,0.9995,,,,,-5.0,7.0,,1,7
708801,0.9995,,,,,-1.0,3.0,,1,3
708801,0.9995,,,,,1.0,1.0,,1,1
685078,0.0005,,,,,6.0,7.0,,1,7
685078,0.0005,,,,,10.0,3.0,,1,3
685078,0.0005,,,,,12.0,1.0,,1,1
721957,0.495,,,,,-6.0,7.0,,1,7
721957,0.495,,,,,-2.0,3.0,,1,3
721957,0.495,,,,,0.0,1.0,,1,1
662358,0.9995,,,,,19.0,7.0,,1,7
662358,0.9995,,,,,23.0,3.0,,1,3
662358,0.9995,,,,,25.0,1.0,,1,1
736271,0.495,,,,,-6.0,7.0,,1,7
736271,0.495,,,,,-2.0,3.0,,1,3
736271,0.495,,,,,0.0,1.0,,1,1
662767,0.0005,,,,,19.0,7.0,,1,7
662767,0.0005,,,,,23.0,3.0,,1,3
662767,0.0005,,,,,25.0,1.0,,1,1
737283,0.995,,,,,-6.0,7.0,,1,7
737283,0.995,,,,,-2.0,3.0,,1,3
737283,0.995,,,,,0.0,1.0,,1,1
685133,0.996,,,,,6.0,7.0,,1,7
685133,0.996,,,,,10.0,3.0,,1,3
685133,0.996,,,,,12.0,1.0,,1,1
719311,0.0005,,,,,-5.0,7.0,,1,7
719311,0.0005,,,,,-1.0,3.0,,1,3
719311,0.0005,,,,,1.0,1.0,,1,1
715958,0.0005,,,,,-5.0,7.0,,1,7
715958,0.0005,,,,,-1.0,3.0,,1,3
715958,0.0005,,,,,1.0,1.0,,1,1
699166,0.9955,,,,,-1.0,7.0,,1,7
699166,0.9955,,,,,3.0,3.0,,1,3
699166,0.9955,,,,,5.0,1.0,,1,1
699194,0.004,,,,,-1.0,7.0,,1,7
699194,0.004,,,,,3.0,3.0,,1,3
699194,0.004,,,,,5.0,1.0,,1,1
737749,0.495,,,,,-6.0,7.0,,1,7
737749,0.495,,,,,-2.0,3.0,,1,3
737749,0.495,,,,,0.0,1.0,,1,1
709365,0.9995,,,,,-5.0,7.0,,1,7
709365,0.9995,,,,,-1.0,3.0,,1,3
709365,0.9995,,,,,1.0,1.0,,1,1
684970,0.0045,,,,,6.0,7.0,,1,7
684970,0.0045,,,,,10.0,3.0,,1,3
684970,0.0045,,,,,12.0,1.0,,1,1
697068,0.9995,,,,,1.0,7.0,,1,7
697068,0.9995,,,,,5.0,3.0,,1,3
697068,0.9995,,,,,7.0,1.0,,1,1
732107,0.495,,,,,-6.0,7.0,,1,7
732107,0.495,,,,,-2.0,3.0,,1,3
732107,0.495,,,,,0.0,1.0,,1,1
697284,0.9995,,,,,0.0,7.0,,1,7
697284,0.9995,,,,,4.0,3.0,,1,3
697284,0.9995,,,,,6.0,1.0,,1,1
727826,0.5,,,,,-6.0,7.0,,1,7
727826,0.5,,,,,-2.0,3.0,,1,3
727826,0.5,,,,,0.0,1.0,,1,1
700314,0.9995,,,,,5.0,7.0,,1,7
700314,0.9995,,,,,9.0,3.0,,1,3
700314,0.9995,,,,,11.0,1.0,,1,1
713318,0.9995,,,,,-5.0,7.0,,1,7
713318,0.9995,,,,,-1.0,3.0,,1,3
713318,0.9995,,,,,1.0,1.0,,1,1
736274,0.005,,,,,-6.0,7.0,,1,7
736274,0.005,,,,,-2.0,3.0,,1,3
736274,0.005,,,,,0.0,1.0,,1,1
662761,0.9995,,,,,19.0,7.0,,1,7
662761,0.9995,,,,,23.0,3.0,,1,3
662761,0.9995,,,,,25.0,1.0,,1,1
684969,0.9995,,,,,6.0,7.0,,1,7
684969,0.9995,,,,,10.0,3.0,,1,3
684969,0.9995,,,,,12.0,1.0,,1,1
719312,0.0005,,,,,-5.0,7.0,,1,7
719312,0.0005,,,,,-1.0,3.0,,1,3
719312,0.0005,,,,,1.0,1.0,,1,1
712520,0.0005,,,,,-5.0,7.0,,1,7
712520,0.0005,,,,,-1.0,3.0,,1,3
712520,0.0005,,,,,1.0,1.0,,1,1
698676,0.9995,,,,,-1.0,7.0,,1,7
698676,0.9995,,,,,3.0,3.0,,1,3
698676,0.9995,,,,,5.0,1.0,,1,1
697252,0.0005,,,,,0.0,7.0,,1,7
697252,0.0005,,,,,4.0,3.0,,1,3
697252,0.0005,,,,,6.0,1.0,,1,1
697313,0.0005,,,,,0.0,7.0,,1,7
697313,0.0005,,,,,4.0,3.0,,1,3
697313,0.0005,,,,,6.0,1.0,,1,1
735770,0.495,,,,,-6.0,7.0,,1,7
735770,0.495,,,,,-2.0,3.0,,1,3
735770,0.495,,,,,0.0,1.0,,1,1
734572,0.495,,,,,-6.0,7.0,,1,7
734572,0.495,,,,,-2.0,3.0,,1,3
734572,0.495,,,,,0.0,1.0,,1,1
731201,0.005,,,,,-6.0,7.0,,1,7
731201,0.005,,,,,-2.0,3.0,,1,3
731201,0.005,,,,,0.0,1.0,,1,1
731267,0.575,,,,,-6.0,7.0,,1,7
731267,0.575,,,,,-2.0,3.0,,1,3
731267,0.575,,,,,0.0,1.0,,1,1
709922,0.0005,,,,,-5.0,7.0,,1,7
709922,0.0005,,,,,-1.0,3.0,,1,3
709922,0.0005,,,,,1.0,1.0,,1,1
715946,0.0005,,,,,-5.0,7.0,,1,7
715946,0.0005,,,,,-1.0,3.0,,1,3
715946,0.0005,,,,,1.0,1.0,,1,1
662360,0.0005,,,,,19.0,7.0,,1,7
662360,0.0005,,,,,23.0,3.0,,1,3
662360,0.0005,,,,,25.0,1.0,,1,1
716930,0.9995,,,,,-5.0,7.0,,1,7
716930,0.9995,,,,,-1.0,3.0,,1,3
716930,0.9995,,,,,1.0,1.0,,1,1
721507,0.495,,,,,-6.0,7.0,,1,7
721507,0.495,,,,,-2.0,3.0,,1,3
721507,0.495,,,,,0.0,1.0,,1,1
698679,0.0005,,,,,-1.0,7.0,,1,7
698679,0.0005,,,,,3.0,3.0,,1,3
698679,0.0005,,,,,5.0,1.0,,1,1
700147,0.9995,,,,,5.0,7.0,,1,7
700147,0.9995,,,,,9.0,3.0,,1,3
700147,0.9995,,,,,11.0,1.0,,1,1
715960,0.0005,,,,,-5.0,7.0,,1,7
715960,0.0005,,,,,-1.0,3.0,,1,3
715960,0.0005,,,,,1.0,1.0,,1,1
720038,0.9995,,,,,-4.0,7.0,,1,7
720038,0.9995,,,,,0.0,3.0,,1,3
720038,0.9995,,,,,2.0,1.0,,1,1
668936,0.0005,,,,,15.0,7.0,,1,7
668936,0.0005,,,,,19.0,3.0,,1,3
668936,0.0005,,,,,21.0,1.0,,1,1
696953,0.9995,,,,,0.0,7.0,,1,7
696953,0.9995,,,,,4.0,3.0,,1,3
696953,0.9995,,,,,6.0,1.0,,1,1
717464,0.0005,,,,,-5.0,7.0,,1,7
717464,0.0005,,,,,-1.0,3.0,,1,3
717464,0.0005,,,,,1.0,1.0,,1,1
666957,0.9995,,,,,17.0,7.0,,1,7
666957,0.9995,,,,,21.0,3.0,,1,3
666957,0.9995,,,,,23.0,1.0,,1,1
668941,0.0005,,,,,15.0,7.0,,1,7
668941,0.0005,,,,,19.0,3.0,,1,3
668941,0.0005,,,,,21.0,1.0,,1,1
735307,0.0005,,,,,-6.0,7.0,,1,7
735307,0.0005,,,,,-2.0,3.0,,1,3
735307,0.0005,,,,,0.0,1.0,,1,1
714952,0.0005,,,,,-5.0,7.0,,1,7
714952,0.0005,,,,,-1.0,3.0,,1,3
714952,0.0005,,,,,1.0,1.0,,1,1
699534,0.004,,,,,-2.0,7.0,,1,7
699534,0.004,,,,,2.0,3.0,,1,3
699534,0.004,,,,,4.0,1.0,,1,1
738220,0.605,,,,,-6.0,7.0,,1,7
738220,0.605,,,,,-2.0,3.0,,1,3
738220,0.605,,,,,0.0,1.0,,1,1
733097,0.9995,,,,,-6.0,7.0,,1,7
733097,0.9995,,,,,-2.0,3.0,,1,3
733097,0.9995,,,,,0.0,1.0,,1,1
727854,0.5,,,,,-6.0,7.0,,1,7
727854,0.5,,,,,-2.0,3.0,,1,3
727854,0.5,,,,,0.0,1.0,,1,1
729503,0.505,,,,,-6.0,7.0,,1,7
729503,0.505,,,,,-2.0,3.0,,1,3
729503,0.505,,,,,0.0,1.0,,1,1
733060,0.0005,,,,,-6.0,7.0,,1,7
733060,0.0005,,,,,-2.0,3.0,,1,3
733060,0.0005,,,,,0.0,1.0,,1,1
700153,0.0005,,,,,5.0,7.0,,1,7
700153,0.0005,,,,,9.0,3.0,,1,3
700153,0.0005,,,,,11.0,1.0,,1,1
697298,0.0005,,,,,0.0,7.0,,1,7
697298,0.0005,,,,,4.0,3.0,,1,3
697298,0.0005,,,,,6.0,1.0,,1,1
728674,0.5,,,,,-6.0,7.0,,1,7
728674,0.5,,,,,-2.0,3.0,,1,3
728674,0.5,,,,,0.0,1.0,,1,1
716935,0.9995,,,,,-5.0,7.0,,1,7
